internship_id,title,company,domain,location,duration,stipend,required_skills,description,application_deadline,positions_available,company_size,industry,remote_work,experience_level,created_at,is_active
INT_00520,Mobile Development Intern,Viacom18,Mobile Development,Pimpri-Chinchwad,4,29539,"javascript,sql","Create innovative mobile applications for Viacom18. Work with iOS/Android development, learn mobile UI/UX principles, and contribute to app store releases.",2025-09-23,3,mid,Sports,hybrid,intermediate,2025-01-03 17:47:51.481227,True
INT_00521,Software Development Intern,SBI,Software Development,Bangalore,8,36858,"nodejs,sql",Join SBI as a Software Development Intern and work on cutting-edge projects. You'll collaborate with experienced developers to build scalable applications and learn industry best practices.,2025-09-23,2,mid,Healthcare,no,advanced,2025-09-17 10:30:18.284563,True
INT_00522,Quality Assurance Intern,Deloitte,Quality Assurance,Lucknow,2,29039,"javascript,scrum",Exciting internship opportunity at Deloitte in Quality Assurance. Gain hands-on experience and work with industry professionals.,2025-09-23,8,large,Sports,no,entry,2025-02-20 17:15:36.130062,True
INT_00523,Graphic Design Intern,Ola,Graphic Design,Agra,6,41491,"sketch,photoshop",Exciting internship opportunity at Ola in Graphic Design. Gain hands-on experience and work with industry professionals.,2025-09-23,6,mid,Fashion,yes,entry,2024-12-11 08:25:33.197636,True
INT_00524,UI/UX Design Intern,Infosys,UI/UX Design,Delhi,2,24317,"illustrator,figma","Design intuitive user experiences for Infosys's products. Work with design tools, conduct user research, and create wireframes and prototypes.",2025-09-23,24,large,E-commerce,no,intermediate,2024-11-09 19:41:10.370654,False
INT_00525,Consulting Intern,Nykaa,Consulting,Mumbai,8,18385,"postgresql,trading,android",Exciting internship opportunity at Nykaa in Consulting. Gain hands-on experience and work with industry professionals.,2025-09-23,7,mid,Sports,no,entry,2024-12-14 01:15:19.323764,False
INT_00526,Cybersecurity Intern,BCG,Cybersecurity,Patna,8,30768,"javascript,mysql",Exciting internship opportunity at BCG in Cybersecurity. Gain hands-on experience and work with industry professionals.,2025-09-23,3,startup,Retail,yes,entry,2024-11-10 07:55:51.435815,True
INT_00527,Product Management Intern,Simplilearn,Product Management,Bangalore,3,29909,"javascript,machine learning,consulting",Exciting internship opportunity at Simplilearn in Product Management. Gain hands-on experience and work with industry professionals.,2025-09-23,2,mid,Manufacturing,hybrid,entry,2025-08-08 14:21:55.947401,True
INT_00528,Mobile Development Intern,Cognizant,Mobile Development,Ahmedabad,6,48670,"javascript,java,nodejs","Create innovative mobile applications for Cognizant. Work with iOS/Android development, learn mobile UI/UX principles, and contribute to app store releases.",2025-09-23,3,startup,Finance,no,entry,2025-07-25 00:33:10.377993,True
INT_00529,Digital Marketing Intern,Oracle,Digital Marketing,Kanpur,4,23092,"digital marketing,seo","Drive digital marketing campaigns for Oracle. Learn SEO, social media marketing, content creation, and analytics tools.",2025-09-23,4,mid,Consulting,hybrid,intermediate,2025-01-08 02:19:42.837081,True
INT_00530,Data Science Intern,Uber,Data Science,Pimpri-Chinchwad,4,29014,"data science,python,machine learning","Work with Uber's data science team to analyze large datasets, build predictive models, and derive actionable insights. Perfect opportunity to apply machine learning in real-world scenarios.",2025-09-23,21,large,Gaming,hybrid,intermediate,2025-03-16 08:57:30.454067,True
INT_00531,Finance Intern,Simplilearn,Finance,Pune,6,16881,"penetration testing,digital marketing",Exciting internship opportunity at Simplilearn in Finance. Gain hands-on experience and work with industry professionals.,2025-09-23,24,large,Food & Beverage,no,entry,2025-04-06 01:45:22.423298,True
INT_00532,Cloud Computing Intern,PhonePe,Cloud Computing,Vadodara,4,47556,"linux,docker",Exciting internship opportunity at PhonePe in Cloud Computing. Gain hands-on experience and work with industry professionals.,2025-09-23,2,startup,Sports,hybrid,entry,2025-09-11 01:19:09.402601,True
INT_00533,Machine Learning Intern,Zomato,Machine Learning,Ludhiana,4,32271,"statistics,python",Exciting internship opportunity at Zomato in Machine Learning. Gain hands-on experience and work with industry professionals.,2025-09-23,6,mid,E-commerce,yes,intermediate,2025-05-17 05:00:46.821886,True
INT_00534,Graphic Design Intern,Unacademy,Graphic Design,Jaipur,3,23179,"photoshop,figma",Exciting internship opportunity at Unacademy in Graphic Design. Gain hands-on experience and work with industry professionals.,2025-09-23,1,startup,Manufacturing,yes,entry,2025-01-02 07:34:54.368253,True
INT_00535,Mobile Development Intern,Nykaa,Mobile Development,Chennai,6,57921,"sql,python,javascript","Create innovative mobile applications for Nykaa. Work with iOS/Android development, learn mobile UI/UX principles, and contribute to app store releases.",2025-09-23,15,large,Media & Entertainment,yes,intermediate,2024-11-22 05:36:39.111434,True
INT_00536,Artificial Intelligence Intern,IBM,Artificial Intelligence,Mumbai,4,54333,"data science,r,machine learning",Exciting internship opportunity at IBM in Artificial Intelligence. Gain hands-on experience and work with industry professionals.,2025-09-23,6,mid,Manufacturing,no,intermediate,2024-12-05 04:23:19.741543,False
INT_00537,Graphic Design Intern,Cure.fit,Graphic Design,Pune,6,10000,"photoshop,figma",Exciting internship opportunity at Cure.fit in Graphic Design. Gain hands-on experience and work with industry professionals.,2025-09-23,4,startup,Retail,no,intermediate,2025-07-21 20:38:13.410187,True
INT_00538,Data Science Intern,Netflix,Data Science,Lucknow,3,83450,"sql,statistics","Work with Netflix's data science team to analyze large datasets, build predictive models, and derive actionable insights. Perfect opportunity to apply machine learning in real-world scenarios.",2025-09-23,15,large,Education,no,entry,2025-06-30 17:47:17.325893,True
INT_00539,Product Management Intern,Spotify,Product Management,Delhi,6,31616,"sql,gcp",Exciting internship opportunity at Spotify in Product Management. Gain hands-on experience and work with industry professionals.,2025-09-23,3,startup,Media & Entertainment,no,entry,2025-01-03 14:08:11.782098,True
INT_00540,Cybersecurity Intern,Hexaware,Cybersecurity,Bhopal,8,31257,"sketch,deep learning",Exciting internship opportunity at Hexaware in Cybersecurity. Gain hands-on experience and work with industry professionals.,2025-09-23,9,mid,Media & Entertainment,no,intermediate,2025-03-15 21:27:48.698336,True
INT_00541,Content Writing Intern,Sony,Content Writing,Chennai,3,26854,"google analytics,content writing",Exciting internship opportunity at Sony in Content Writing. Gain hands-on experience and work with industry professionals.,2025-09-23,6,mid,Real Estate,no,entry,2025-08-30 19:55:43.145976,True
INT_00542,Operations Intern,Accenture,Operations,Pune,2,49276,"flutter,kubernetes,sql",Exciting internship opportunity at Accenture in Operations. Gain hands-on experience and work with industry professionals.,2025-09-23,7,mid,Consulting,no,intermediate,2025-01-21 13:29:11.051047,True
INT_00543,UI/UX Design Intern,HCL Technologies,UI/UX Design,Bangalore,3,37726,"illustrator,photoshop","Design intuitive user experiences for HCL Technologies's products. Work with design tools, conduct user research, and create wireframes and prototypes.",2025-09-23,7,large,Travel & Tourism,no,entry,2025-09-19 14:20:21.333503,True
INT_00544,Operations Intern,Groww,Operations,Bhopal,6,44340,"project management,finance",Exciting internship opportunity at Groww in Operations. Gain hands-on experience and work with industry professionals.,2025-09-23,10,large,Real Estate,no,intermediate,2025-04-15 16:38:55.844045,True
INT_00545,Operations Intern,Amazon,Operations,Bhopal,4,42737,"trading,finance",Exciting internship opportunity at Amazon in Operations. Gain hands-on experience and work with industry professionals.,2025-09-23,18,large,Non-profit,no,entry,2024-10-17 10:12:50.837993,False
INT_00546,UI/UX Design Intern,IBM,UI/UX Design,Pune,3,57109,"figma,adobe xd","Design intuitive user experiences for IBM's products. Work with design tools, conduct user research, and create wireframes and prototypes.",2025-09-23,9,large,Education,yes,entry,2025-01-07 02:17:03.462080,True
INT_00547,Finance Intern,Adobe,Finance,Mumbai,8,34861,"operations,java,python",Exciting internship opportunity at Adobe in Finance. Gain hands-on experience and work with industry professionals.,2025-09-23,3,startup,Media & Entertainment,yes,entry,2025-05-04 07:22:45.660567,True
INT_00548,Machine Learning Intern,Deutsche Bank,Machine Learning,Kanpur,4,16358,"data science,sql,machine learning",Exciting internship opportunity at Deutsche Bank in Machine Learning. Gain hands-on experience and work with industry professionals.,2025-09-23,3,startup,E-commerce,hybrid,entry,2025-04-08 01:01:13.165681,True
INT_00549,Graphic Design Intern,Bain,Graphic Design,Delhi,4,27053,"photoshop,adobe xd",Exciting internship opportunity at Bain in Graphic Design. Gain hands-on experience and work with industry professionals.,2025-09-23,8,large,Fashion,yes,intermediate,2025-03-14 16:14:16.753200,True
INT_00550,Cloud Computing Intern,Snapdeal,Cloud Computing,Hyderabad,6,38146,"kubernetes,python,docker",Exciting internship opportunity at Snapdeal in Cloud Computing. Gain hands-on experience and work with industry professionals.,2025-09-23,16,large,Non-profit,hybrid,advanced,2025-07-11 23:39:40.612054,True
INT_00551,Content Writing Intern,PwC,Content Writing,Nashik,3,12607,"content writing,seo",Exciting internship opportunity at PwC in Content Writing. Gain hands-on experience and work with industry professionals.,2025-09-23,6,mid,Healthcare,hybrid,entry,2025-05-20 19:41:41.780588,True
INT_00552,Graphic Design Intern,PhonePe,Graphic Design,Kolkata,3,28500,"sketch,photoshop",Exciting internship opportunity at PhonePe in Graphic Design. Gain hands-on experience and work with industry professionals.,2025-09-23,3,startup,Travel & Tourism,no,intermediate,2025-08-06 22:12:34.295937,True
INT_00553,Graphic Design Intern,Meta,Graphic Design,Hyderabad,6,49978,"illustrator,adobe xd",Exciting internship opportunity at Meta in Graphic Design. Gain hands-on experience and work with industry professionals.,2025-09-23,9,large,Healthcare,no,entry,2025-04-04 02:11:52.209077,True
INT_00554,Cybersecurity Intern,JP Morgan,Cybersecurity,Kanpur,6,27765,"react,kubernetes,postgresql",Exciting internship opportunity at JP Morgan in Cybersecurity. Gain hands-on experience and work with industry professionals.,2025-09-23,15,large,Consulting,yes,advanced,2025-01-03 18:42:49.802236,True
INT_00555,Quality Assurance Intern,PwC,Quality Assurance,Kolkata,4,30637,"adobe xd,web development,java",Exciting internship opportunity at PwC in Quality Assurance. Gain hands-on experience and work with industry professionals.,2025-09-23,6,large,Fashion,hybrid,entry,2025-01-22 11:19:51.542532,True
INT_00556,Consulting Intern,Adobe,Consulting,Delhi,4,36487,"postgresql,figma",Exciting internship opportunity at Adobe in Consulting. Gain hands-on experience and work with industry professionals.,2025-09-23,9,mid,Media & Entertainment,yes,entry,2025-07-24 13:44:16.134022,True
INT_00557,Mobile Development Intern,Goldman Sachs,Mobile Development,Hyderabad,4,61209,"nodejs,python","Create innovative mobile applications for Goldman Sachs. Work with iOS/Android development, learn mobile UI/UX principles, and contribute to app store releases.",2025-09-23,2,mid,Education,no,intermediate,2025-04-08 01:17:12.512892,True
INT_00558,Business Analysis Intern,Adobe,Business Analysis,Chennai,6,30878,"postgresql,penetration testing,nodejs","Analyze business processes and requirements at Adobe. Work with stakeholders, create documentation, and support project management activities.",2025-09-23,2,startup,Non-profit,hybrid,entry,2025-09-16 05:40:48.768246,True
INT_00559,UI/UX Design Intern,TCS,UI/UX Design,Hyderabad,4,30174,"figma,sketch","Design intuitive user experiences for TCS's products. Work with design tools, conduct user research, and create wireframes and prototypes.",2025-09-23,10,large,Consulting,no,entry,2025-04-10 07:32:48.765252,True
INT_00560,Web Development Intern,JP Morgan,Web Development,Ghaziabad,8,28735,"javascript,react,java","Develop responsive web applications using modern frameworks at JP Morgan. You'll work on both frontend and backend development, gaining full-stack experience.",2025-09-23,1,startup,Manufacturing,no,intermediate,2025-05-12 16:08:38.208230,True
INT_00561,Web Development Intern,Apple,Web Development,Nashik,4,57534,"python,react","Develop responsive web applications using modern frameworks at Apple. You'll work on both frontend and backend development, gaining full-stack experience.",2025-09-23,6,large,Healthcare,yes,entry,2025-08-12 01:43:23.080042,True
INT_00562,Operations Intern,Razorpay,Operations,Indore,4,31792,"kubernetes,mongodb",Exciting internship opportunity at Razorpay in Operations. Gain hands-on experience and work with industry professionals.,2025-09-23,8,mid,Media & Entertainment,no,entry,2025-04-08 23:04:46.844622,True
INT_00563,Software Development Intern,Flipkart,Software Development,Chennai,8,41171,"nodejs,java",Join Flipkart as a Software Development Intern and work on cutting-edge projects. You'll collaborate with experienced developers to build scalable applications and learn industry best practices.,2025-09-23,4,mid,Real Estate,no,intermediate,2025-09-15 16:09:17.113972,True
INT_00564,Artificial Intelligence Intern,Zomato,Artificial Intelligence,Lucknow,3,52361,"machine learning,sql,data science",Exciting internship opportunity at Zomato in Artificial Intelligence. Gain hands-on experience and work with industry professionals.,2025-09-23,9,mid,Education,yes,entry,2025-08-22 21:38:41.194010,True
INT_00565,Product Management Intern,Swiggy,Product Management,Kanpur,6,44753,"digital marketing,mysql",Exciting internship opportunity at Swiggy in Product Management. Gain hands-on experience and work with industry professionals.,2025-09-23,9,mid,Healthcare,hybrid,intermediate,2024-11-10 12:14:49.662355,True
INT_00566,Operations Intern,Google,Operations,Bangalore,4,63371,"adobe xd,devops,docker",Exciting internship opportunity at Google in Operations. Gain hands-on experience and work with industry professionals.,2025-09-23,22,large,E-commerce,hybrid,intermediate,2025-01-23 11:27:48.625507,True
INT_00567,Business Analysis Intern,Microsoft,Business Analysis,Ghaziabad,8,63178,"javascript,operations","Analyze business processes and requirements at Microsoft. Work with stakeholders, create documentation, and support project management activities.",2025-09-23,18,large,Retail,yes,intermediate,2025-04-06 23:52:41.204506,True
INT_00568,Data Science Intern,Twitter,Data Science,Vadodara,4,34993,"r,data science","Work with Twitter's data science team to analyze large datasets, build predictive models, and derive actionable insights. Perfect opportunity to apply machine learning in real-world scenarios.",2025-09-23,4,startup,Gaming,no,entry,2025-07-12 15:22:38.306210,True
INT_00569,Operations Intern,BCG,Operations,Kolkata,2,23060,"nodejs,trading,finance",Exciting internship opportunity at BCG in Operations. Gain hands-on experience and work with industry professionals.,2025-09-23,3,mid,Technology,hybrid,entry,2024-11-06 18:38:15.100856,True
INT_00570,UI/UX Design Intern,Hotstar,UI/UX Design,Ghaziabad,6,20851,"photoshop,sketch","Design intuitive user experiences for Hotstar's products. Work with design tools, conduct user research, and create wireframes and prototypes.",2025-09-23,1,startup,Telecommunications,yes,entry,2024-10-16 23:20:13.895723,True
INT_00571,Machine Learning Intern,Microsoft,Machine Learning,Nagpur,6,63571,"python,sql,statistics",Exciting internship opportunity at Microsoft in Machine Learning. Gain hands-on experience and work with industry professionals.,2025-09-23,16,large,Telecommunications,hybrid,entry,2025-07-17 13:42:50.100632,True
INT_00572,Data Science Intern,Jabong,Data Science,Agra,3,28550,"machine learning,data science","Work with Jabong's data science team to analyze large datasets, build predictive models, and derive actionable insights. Perfect opportunity to apply machine learning in real-world scenarios.",2025-09-23,14,large,Food & Beverage,yes,entry,2025-06-07 21:01:49.317349,True
INT_00573,DevOps Intern,KPMG,DevOps,Nashik,8,16054,"jenkins,docker","Learn cloud infrastructure and deployment automation at KPMG. Work with AWS/Azure, Docker, Kubernetes, and CI/CD pipelines.",2025-09-23,1,startup,Technology,no,entry,2025-09-20 12:27:42.089230,True
INT_00574,Cybersecurity Intern,Snapdeal,Cybersecurity,Patna,4,38149,"statistics,azure",Exciting internship opportunity at Snapdeal in Cybersecurity. Gain hands-on experience and work with industry professionals.,2025-09-23,16,large,Travel & Tourism,hybrid,entry,2025-01-11 17:42:04.929338,True
INT_00575,Mobile Development Intern,Google,Mobile Development,Ludhiana,3,73689,"sql,nodejs,python","Create innovative mobile applications for Google. Work with iOS/Android development, learn mobile UI/UX principles, and contribute to app store releases.",2025-09-23,7,large,Manufacturing,no,intermediate,2025-03-07 21:04:05.978018,True
INT_00576,Human Resources Intern,Infosys,Human Resources,Delhi,4,46635,"ui/ux design,deep learning",Exciting internship opportunity at Infosys in Human Resources. Gain hands-on experience and work with industry professionals.,2025-09-23,14,large,Fashion,hybrid,entry,2025-08-23 23:02:01.902724,True
INT_00577,DevOps Intern,Amazon,DevOps,Bangalore,4,46939,"jenkins,aws","Learn cloud infrastructure and deployment automation at Amazon. Work with AWS/Azure, Docker, Kubernetes, and CI/CD pipelines.",2025-09-23,18,large,Gaming,yes,entry,2025-03-20 23:34:37.254485,False
INT_00578,Cybersecurity Intern,Urban Company,Cybersecurity,Chennai,2,36409,"seo,aws,sql",Exciting internship opportunity at Urban Company in Cybersecurity. Gain hands-on experience and work with industry professionals.,2025-09-23,5,mid,Gaming,hybrid,entry,2024-11-04 06:08:24.434058,True
INT_00579,Quality Assurance Intern,Kotak Mahindra Bank,Quality Assurance,Thane,8,34872,"statistics,data science",Exciting internship opportunity at Kotak Mahindra Bank in Quality Assurance. Gain hands-on experience and work with industry professionals.,2025-09-23,4,startup,Gaming,yes,intermediate,2024-10-01 05:41:46.169392,True
INT_00580,Content Writing Intern,Apple,Content Writing,Ghaziabad,4,23197,"digital marketing,social media",Exciting internship opportunity at Apple in Content Writing. Gain hands-on experience and work with industry professionals.,2025-09-23,6,large,Fashion,yes,advanced,2025-07-30 06:02:17.825387,True
INT_00581,Artificial Intelligence Intern,Wipro,Artificial Intelligence,Kanpur,6,26846,"r,machine learning,sql",Exciting internship opportunity at Wipro in Artificial Intelligence. Gain hands-on experience and work with industry professionals.,2025-09-23,21,large,Gaming,no,entry,2025-09-21 15:14:11.749884,False
INT_00582,Quality Assurance Intern,CRED,Quality Assurance,Kolkata,6,27513,"nodejs,angular",Exciting internship opportunity at CRED in Quality Assurance. Gain hands-on experience and work with industry professionals.,2025-09-23,3,startup,Manufacturing,hybrid,entry,2025-01-15 23:49:19.565442,True
INT_00583,Content Writing Intern,Flipkart,Content Writing,Nagpur,4,37932,"google analytics,social media",Exciting internship opportunity at Flipkart in Content Writing. Gain hands-on experience and work with industry professionals.,2025-09-23,7,mid,Sports,no,intermediate,2024-12-30 00:11:58.675327,False
INT_00584,Digital Marketing Intern,EY,Digital Marketing,Nagpur,4,32949,"google analytics,content writing","Drive digital marketing campaigns for EY. Learn SEO, social media marketing, content creation, and analytics tools.",2025-09-23,1,startup,Retail,yes,entry,2025-03-24 12:55:19.382351,True
INT_00585,Graphic Design Intern,Oracle,Graphic Design,Ludhiana,4,27719,"figma,adobe xd",Exciting internship opportunity at Oracle in Graphic Design. Gain hands-on experience and work with industry professionals.,2025-09-23,5,mid,Healthcare,yes,entry,2025-09-21 12:25:29.651551,True
INT_00586,Quality Assurance Intern,UpGrad,Quality Assurance,Agra,8,36315,"adobe xd,mongodb,digital marketing",Exciting internship opportunity at UpGrad in Quality Assurance. Gain hands-on experience and work with industry professionals.,2025-09-23,24,large,Telecommunications,no,advanced,2025-05-13 18:11:14.535913,True
INT_00587,Product Management Intern,PwC,Product Management,Bangalore,3,26375,"mongodb,jira,azure",Exciting internship opportunity at PwC in Product Management. Gain hands-on experience and work with industry professionals.,2025-09-23,8,mid,Finance,yes,entry,2024-10-23 14:36:12.397643,False
INT_00588,Content Writing Intern,IBM,Content Writing,Mumbai,6,31305,"google analytics,digital marketing",Exciting internship opportunity at IBM in Content Writing. Gain hands-on experience and work with industry professionals.,2025-09-23,2,startup,Real Estate,hybrid,entry,2025-02-11 14:25:12.258231,True
INT_00589,Product Management Intern,Byju's,Product Management,Mumbai,2,32398,"gcp,consulting,flutter",Exciting internship opportunity at Byju's in Product Management. Gain hands-on experience and work with industry professionals.,2025-09-23,13,large,Media & Entertainment,yes,entry,2024-12-17 14:41:41.962963,True
INT_00590,Cybersecurity Intern,McKinsey,Cybersecurity,Ghaziabad,4,53502,"docker,mobile development",Exciting internship opportunity at McKinsey in Cybersecurity. Gain hands-on experience and work with industry professionals.,2025-09-23,1,startup,Consulting,no,entry,2025-03-30 04:37:15.124462,True
INT_00591,Product Management Intern,Network18,Product Management,Pune,3,34213,"android,web development",Exciting internship opportunity at Network18 in Product Management. Gain hands-on experience and work with industry professionals.,2025-09-23,14,large,Manufacturing,no,entry,2025-09-12 05:55:40.720059,True
INT_00592,Consulting Intern,Times Group,Consulting,Ahmedabad,2,19484,"postgresql,flutter",Exciting internship opportunity at Times Group in Consulting. Gain hands-on experience and work with industry professionals.,2025-09-23,4,startup,Real Estate,yes,advanced,2025-08-08 21:12:32.979373,True
INT_00593,Human Resources Intern,Oracle,Human Resources,Agra,4,21896,"cybersecurity,investment banking",Exciting internship opportunity at Oracle in Human Resources. Gain hands-on experience and work with industry professionals.,2025-09-23,4,mid,Education,no,entry,2025-08-22 10:15:27.341166,True
INT_00594,UI/UX Design Intern,Uber,UI/UX Design,Mumbai,2,48789,"figma,sketch","Design intuitive user experiences for Uber's products. Work with design tools, conduct user research, and create wireframes and prototypes.",2025-09-23,3,startup,Food & Beverage,hybrid,intermediate,2025-02-13 20:38:46.076324,True
INT_00595,Product Management Intern,BCG,Product Management,Bhopal,3,17727,"adobe xd,social media",Exciting internship opportunity at BCG in Product Management. Gain hands-on experience and work with industry professionals.,2025-09-23,3,mid,Technology,no,entry,2025-03-20 23:29:08.853375,True
INT_00596,Artificial Intelligence Intern,Mphasis,Artificial Intelligence,Visakhapatnam,2,29412,"python,data science",Exciting internship opportunity at Mphasis in Artificial Intelligence. Gain hands-on experience and work with industry professionals.,2025-09-23,7,large,Consulting,hybrid,intermediate,2025-01-14 07:35:59.546003,True
INT_00597,Web Development Intern,EY,Web Development,Vadodara,4,18153,"javascript,nodejs,python","Develop responsive web applications using modern frameworks at EY. You'll work on both frontend and backend development, gaining full-stack experience.",2025-09-23,6,mid,E-commerce,no,entry,2024-11-05 13:43:11.218437,True
INT_00598,Graphic Design Intern,Hotstar,Graphic Design,Mumbai,4,33923,"figma,illustrator",Exciting internship opportunity at Hotstar in Graphic Design. Gain hands-on experience and work with industry professionals.,2025-09-23,2,startup,Fashion,hybrid,entry,2025-06-30 18:55:18.429404,True
INT_00599,Consulting Intern,Cure.fit,Consulting,Mumbai,4,38682,"adobe xd,angular",Exciting internship opportunity at Cure.fit in Consulting. Gain hands-on experience and work with industry professionals.,2025-09-23,4,startup,Finance,no,entry,2025-08-09 00:52:20.019766,True
INT_00600,Web Development Intern,McKinsey,Web Development,Ghaziabad,6,29934,"sql,javascript,react","Develop responsive web applications using modern frameworks at McKinsey. You'll work on both frontend and backend development, gaining full-stack experience.",2025-09-23,15,large,E-commerce,no,intermediate,2025-03-02 19:02:31.969911,True
INT_00601,Finance Intern,Flipkart,Finance,Visakhapatnam,4,37596,"mongodb,redis,digital marketing",Exciting internship opportunity at Flipkart in Finance. Gain hands-on experience and work with industry professionals.,2025-09-23,7,mid,Consulting,hybrid,entry,2024-11-22 08:22:48.829137,True
INT_00602,Cloud Computing Intern,Netflix,Cloud Computing,Pimpri-Chinchwad,3,55168,"python,linux,kubernetes",Exciting internship opportunity at Netflix in Cloud Computing. Gain hands-on experience and work with industry professionals.,2025-09-23,14,large,Real Estate,hybrid,entry,2025-02-04 19:03:05.753196,True
INT_00603,Consulting Intern,LTI,Consulting,Pimpri-Chinchwad,4,70400,"nodejs,statistics,penetration testing",Exciting internship opportunity at LTI in Consulting. Gain hands-on experience and work with industry professionals.,2025-09-23,1,startup,Real Estate,yes,entry,2025-08-13 13:46:39.844053,True
INT_00604,Cybersecurity Intern,PhonePe,Cybersecurity,Nagpur,4,36383,"react,digital marketing",Exciting internship opportunity at PhonePe in Cybersecurity. Gain hands-on experience and work with industry professionals.,2025-09-23,3,startup,Education,yes,entry,2024-10-04 15:50:48.905149,False
INT_00605,Business Analysis Intern,HCL Technologies,Business Analysis,Hyderabad,6,43178,"redis,angular,accounting","Analyze business processes and requirements at HCL Technologies. Work with stakeholders, create documentation, and support project management activities.",2025-09-23,22,large,Fashion,hybrid,intermediate,2025-02-20 05:49:06.510994,True
INT_00606,Consulting Intern,PwC,Consulting,Patna,6,38968,"sql,scrum,ethical hacking",Exciting internship opportunity at PwC in Consulting. Gain hands-on experience and work with industry professionals.,2025-09-23,1,startup,Media & Entertainment,no,intermediate,2025-03-19 09:25:59.161154,True
INT_00607,Human Resources Intern,PhonePe,Human Resources,Ghaziabad,4,55613,"project management,python,angular",Exciting internship opportunity at PhonePe in Human Resources. Gain hands-on experience and work with industry professionals.,2025-09-23,8,mid,Food & Beverage,no,intermediate,2025-04-11 16:15:50.767531,True
INT_00608,Web Development Intern,Myntra,Web Development,Lucknow,4,33358,"react,nodejs,python","Develop responsive web applications using modern frameworks at Myntra. You'll work on both frontend and backend development, gaining full-stack experience.",2025-09-23,5,mid,Food & Beverage,hybrid,entry,2025-06-22 20:45:32.414140,True
INT_00609,Operations Intern,Microsoft,Operations,Pimpri-Chinchwad,3,70620,"digital marketing,penetration testing,jira",Exciting internship opportunity at Microsoft in Operations. Gain hands-on experience and work with industry professionals.,2025-09-23,20,large,Real Estate,hybrid,entry,2025-09-05 04:16:29.449729,True
INT_00610,Operations Intern,Jabong,Operations,Nagpur,3,38423,"cybersecurity,azure,machine learning",Exciting internship opportunity at Jabong in Operations. Gain hands-on experience and work with industry professionals.,2025-09-23,3,startup,Travel & Tourism,hybrid,entry,2024-12-28 22:41:04.833688,True
INT_00611,Machine Learning Intern,Unacademy,Machine Learning,Nagpur,8,51379,"sql,statistics,data science",Exciting internship opportunity at Unacademy in Machine Learning. Gain hands-on experience and work with industry professionals.,2025-09-23,4,startup,Telecommunications,no,entry,2025-05-29 18:56:37.688217,False
INT_00612,DevOps Intern,Deutsche Bank,DevOps,Ghaziabad,3,29156,"linux,docker","Learn cloud infrastructure and deployment automation at Deutsche Bank. Work with AWS/Azure, Docker, Kubernetes, and CI/CD pipelines.",2025-09-23,3,mid,Gaming,hybrid,entry,2024-11-10 16:40:48.516784,True
INT_00613,Finance Intern,Unacademy,Finance,Pimpri-Chinchwad,6,28488,"nodejs,vue,data science",Exciting internship opportunity at Unacademy in Finance. Gain hands-on experience and work with industry professionals.,2025-09-23,3,startup,Automotive,yes,entry,2025-09-22 13:34:36.981837,True
INT_00614,Business Analysis Intern,ICICI Bank,Business Analysis,Chennai,3,39149,"devops,statistics,web development","Analyze business processes and requirements at ICICI Bank. Work with stakeholders, create documentation, and support project management activities.",2025-09-23,8,mid,Media & Entertainment,yes,entry,2024-10-28 05:51:19.144254,False
INT_00615,Data Science Intern,Myntra,Data Science,Thane,6,32202,"statistics,machine learning","Work with Myntra's data science team to analyze large datasets, build predictive models, and derive actionable insights. Perfect opportunity to apply machine learning in real-world scenarios.",2025-09-23,13,large,E-commerce,no,intermediate,2024-10-29 19:32:24.703175,True
INT_00616,Quality Assurance Intern,EY,Quality Assurance,Nashik,3,29775,"java,angular,figma",Exciting internship opportunity at EY in Quality Assurance. Gain hands-on experience and work with industry professionals.,2025-09-23,2,mid,Gaming,yes,intermediate,2024-10-22 21:14:13.956268,True
INT_00617,Machine Learning Intern,Salesforce,Machine Learning,Kolkata,6,34176,"machine learning,python,data science",Exciting internship opportunity at Salesforce in Machine Learning. Gain hands-on experience and work with industry professionals.,2025-09-23,8,mid,Real Estate,no,entry,2025-06-06 17:42:09.309897,False
INT_00618,UI/UX Design Intern,Zee,UI/UX Design,Indore,2,43197,"illustrator,adobe xd","Design intuitive user experiences for Zee's products. Work with design tools, conduct user research, and create wireframes and prototypes.",2025-09-23,3,startup,Real Estate,hybrid,entry,2025-04-05 12:29:45.185223,True
INT_00619,Finance Intern,Uber,Finance,Ghaziabad,8,23277,"flutter,mongodb",Exciting internship opportunity at Uber in Finance. Gain hands-on experience and work with industry professionals.,2025-09-23,3,mid,Retail,yes,intermediate,2024-11-11 19:00:02.542941,False
INT_00620,Finance Intern,Hexaware,Finance,Mumbai,3,35375,"ios,penetration testing,machine learning",Exciting internship opportunity at Hexaware in Finance. Gain hands-on experience and work with industry professionals.,2025-09-23,2,startup,Consulting,yes,entry,2024-12-23 02:05:59.595191,False
INT_00621,Human Resources Intern,ShopClues,Human Resources,Pimpri-Chinchwad,4,75851,"mobile development,business analysis,deep learning",Exciting internship opportunity at ShopClues in Human Resources. Gain hands-on experience and work with industry professionals.,2025-09-23,22,large,Non-profit,hybrid,entry,2025-04-28 15:21:54.870335,True
