internship_id,title,company,domain,description,required_skills,location,duration,stipend,is_active,application_deadline,is_accepting_applications,employee_count,headquarters,industry
INT_1514,Rocket Science Intern,BHEL,rocket science,"Internship opportunity in rocket science at BHEL, focusing on CAD, Aerospace Materials within the Heavy Engineering sector.","cad, aerospace materials",delhi,12 months,5000,True,2026-02-08,True,50000,Delhi,Heavy Engineering
INT_1515,Environmental Science Intern,ONGC,environmental science,"Internship opportunity in environmental science at ONGC, focusing on Climate Modeling, GIS within the Energy & Exploration sector.","climate modeling, gis",ahmedabad,12 months,5000,True,2025-12-26,True,30000,Delhi,Energy & Exploration
INT_1516,Education Intern,ONGC,education,"Internship opportunity in education at ONGC, focusing on Teaching Methods, Curriculum Design within the Energy & Exploration sector.","teaching methods, curriculum design",anand,12 months,5000,True,2026-02-01,True,30000,Delhi,Energy & Exploration
INT_1517,Blockchain Intern,Reliance Industries,blockchain,"Internship opportunity in blockchain at Reliance Industries, focusing on Ethereum, Smart Contracts within the Energy & Petrochemicals sector.","ethereum, smart contracts",lucknow,12 months,5000,True,2026-01-12,True,300000,Mumbai,Energy & Petrochemicals
INT_1518,Education Intern,ICICI Bank,education,"Internship opportunity in education at ICICI Bank, focusing on Policy Analysis, Curriculum Design within the Banking & Finance sector.","policy analysis, curriculum design",ahmedabad,12 months,5000,True,2025-10-21,True,125000,Mumbai,Banking & Finance
INT_1519,Cloud Computing Intern,HAL,cloud computing,"Internship opportunity in cloud computing at HAL, focusing on Docker, Kubernetes within the Aerospace & Defense sector.","docker, kubernetes",noida,12 months,5000,True,2025-12-30,True,25000,Bangalore,Aerospace & Defense
INT_1520,Data Science Intern,NABARD,data science,"Internship opportunity in data science at NABARD, focusing on SQL, Python within the Agriculture & Rural Dev sector.","sql, python",noida,12 months,5000,True,2026-02-14,True,12000,Mumbai,Agriculture & Rural Dev
INT_1521,Finance Intern,HAL,finance,"Internship opportunity in finance at HAL, focusing on Excel, Accounting within the Aerospace & Defense sector.","excel, accounting",bangalore,12 months,5000,True,2026-03-14,True,25000,Bangalore,Aerospace & Defense
INT_1522,Web Development Intern,HAL,web development,"Internship opportunity in web development at HAL, focusing on JavaScript, HTML within the Aerospace & Defense sector.","javascript, html",lucknow,12 months,5000,True,2025-10-31,True,25000,Bangalore,Aerospace & Defense
INT_1523,Blockchain Intern,TERI,blockchain,"Internship opportunity in blockchain at TERI, focusing on Smart Contracts, Solidity within the Environmental Research sector.","smart contracts, solidity",noida,12 months,5000,True,2026-01-04,True,2000,Delhi,Environmental Research
INT_1524,Rocket Science Intern,Tata Consultancy Services,rocket science,"Internship opportunity in rocket science at Tata Consultancy Services, focusing on CAD, Aerospace Materials within the IT Services sector.","cad, aerospace materials",ahmedabad,12 months,5000,True,2026-01-04,True,600000,Mumbai,IT Services
INT_1525,Rocket Science Intern,NTPC,rocket science,"Internship opportunity in rocket science at NTPC, focusing on Propulsion, Aerospace Materials within the Energy sector.","propulsion, aerospace materials",dehradun,12 months,5000,True,2025-10-19,True,20000,Delhi,Energy
INT_1526,Mobile Apps Intern,Wipro,mobile apps,"Internship opportunity in mobile apps at Wipro, focusing on Flutter, Swift within the IT Services sector.","flutter, swift",dehradun,12 months,5000,True,2026-02-10,True,200000,Bangalore,IT Services
INT_1527,Ai/Ml Intern,NTPC,ai/ml,"Internship opportunity in ai/ml at NTPC, focusing on TensorFlow, PyTorch within the Energy sector.","tensorflow, pytorch",anand,12 months,5000,True,2025-10-21,True,20000,Delhi,Energy
INT_1528,Social Work Intern,NABARD,social work,"Internship opportunity in social work at NABARD, focusing on Community Development, Policy Research within the Agriculture & Rural Dev sector.","community development, policy research",anand,12 months,5000,True,2025-12-10,True,12000,Mumbai,Agriculture & Rural Dev
INT_1529,Ai/Ml Intern,State Bank of India,ai/ml,"Internship opportunity in ai/ml at State Bank of India, focusing on TensorFlow, NLP within the Banking & Finance sector.","tensorflow, nlp",mumbai,12 months,5000,True,2026-02-11,True,250000,Mumbai,Banking & Finance
INT_1530,Agriculture Intern,State Bank of India,agriculture,"Internship opportunity in agriculture at State Bank of India, focusing on Soil Analysis, GIS within the Banking & Finance sector.","soil analysis, gis",bangalore,12 months,5000,True,2025-11-11,True,250000,Mumbai,Banking & Finance
INT_1531,Web Development Intern,TERI,web development,"Internship opportunity in web development at TERI, focusing on JavaScript, HTML within the Environmental Research sector.","javascript, html",coimbatore,12 months,5000,True,2025-11-19,True,2000,Delhi,Environmental Research
INT_1532,Blockchain Intern,ICICI Bank,blockchain,"Internship opportunity in blockchain at ICICI Bank, focusing on Ethereum, Solidity within the Banking & Finance sector.","ethereum, solidity",mumbai,12 months,5000,True,2026-03-15,True,125000,Mumbai,Banking & Finance
INT_1533,Agriculture Intern,Adani Green Energy,agriculture,"Internship opportunity in agriculture at Adani Green Energy, focusing on GIS, Soil Analysis within the Renewable Energy sector.","gis, soil analysis",hyderabad,12 months,5000,True,2026-01-24,True,5000,Ahmedabad,Renewable Energy
INT_1534,Mobile Apps Intern,HAL,mobile apps,"Internship opportunity in mobile apps at HAL, focusing on React Native, Flutter within the Aerospace & Defense sector.","react native, flutter",dehradun,12 months,5000,True,2025-11-02,True,25000,Bangalore,Aerospace & Defense
INT_1535,Cybersecurity Intern,HAL,cybersecurity,"Internship opportunity in cybersecurity at HAL, focusing on Network Security, Penetration Testing within the Aerospace & Defense sector.","network security, penetration testing",anand,12 months,5000,True,2025-12-03,True,25000,Bangalore,Aerospace & Defense
INT_1536,Nanotechnology Intern,Wipro,nanotechnology,"Internship opportunity in nanotechnology at Wipro, focusing on Materials Science, Nano Fabrication within the IT Services sector.","materials science, nano fabrication",anand,12 months,5000,True,2026-03-15,True,200000,Bangalore,IT Services
INT_1537,Rocket Science Intern,BHEL,rocket science,"Internship opportunity in rocket science at BHEL, focusing on MATLAB, Aerospace Materials within the Heavy Engineering sector.","matlab, aerospace materials",coimbatore,12 months,5000,True,2025-12-18,True,50000,Delhi,Heavy Engineering
INT_1538,Blockchain Intern,NTPC,blockchain,"Internship opportunity in blockchain at NTPC, focusing on Solidity, Ethereum within the Energy sector.","solidity, ethereum",ahmedabad,12 months,5000,True,2026-01-10,True,20000,Delhi,Energy
INT_1539,Environmental Science Intern,ISRO,environmental science,"Internship opportunity in environmental science at ISRO, focusing on GIS, Climate Modeling within the Space Research sector.","gis, climate modeling",anand,12 months,5000,True,2025-11-29,True,18000,Bangalore,Space Research
INT_1540,Data Science Intern,Adani Green Energy,data science,"Internship opportunity in data science at Adani Green Energy, focusing on Machine Learning, SQL within the Renewable Energy sector.","machine learning, sql",hyderabad,12 months,5000,True,2025-12-09,True,5000,Ahmedabad,Renewable Energy
INT_1541,Rocket Science Intern,ICICI Bank,rocket science,"Internship opportunity in rocket science at ICICI Bank, focusing on Propulsion, Aerospace Materials within the Banking & Finance sector.","propulsion, aerospace materials",noida,12 months,5000,True,2026-03-12,True,125000,Mumbai,Banking & Finance
INT_1542,Finance Intern,Infosys,finance,"Internship opportunity in finance at Infosys, focusing on Financial Analysis, Accounting within the IT Services sector.","financial analysis, accounting",dehradun,12 months,5000,True,2026-02-14,True,250000,Bangalore,IT Services
INT_1543,Web Development Intern,Adani Green Energy,web development,"Internship opportunity in web development at Adani Green Energy, focusing on React, JavaScript within the Renewable Energy sector.","react, javascript",lucknow,12 months,5000,True,2026-01-20,True,5000,Ahmedabad,Renewable Energy
INT_1544,Mobile Apps Intern,Infosys,mobile apps,"Internship opportunity in mobile apps at Infosys, focusing on Kotlin, Flutter within the IT Services sector.","kotlin, flutter",hyderabad,12 months,5000,True,2026-03-05,True,250000,Bangalore,IT Services
INT_1545,Data Science Intern,TERI,data science,"Internship opportunity in data science at TERI, focusing on Machine Learning, Python within the Environmental Research sector.","machine learning, python",chennai,12 months,5000,True,2025-12-25,True,2000,Delhi,Environmental Research
INT_1546,Mobile Apps Intern,DRDO,mobile apps,"Internship opportunity in mobile apps at DRDO, focusing on React Native, Swift within the Defense R&D sector.","react native, swift",lucknow,12 months,5000,True,2025-10-16,True,30000,Delhi,Defense R&D
INT_1547,Robotics Intern,ISRO,robotics,"Internship opportunity in robotics at ISRO, focusing on ROS, Arduino within the Space Research sector.","ros, arduino",bangalore,12 months,5000,True,2026-02-06,True,18000,Bangalore,Space Research
INT_1548,Agriculture Intern,ISRO,agriculture,"Internship opportunity in agriculture at ISRO, focusing on Crop Modeling, GIS within the Space Research sector.","crop modeling, gis",bangalore,12 months,5000,True,2026-03-10,True,18000,Bangalore,Space Research
INT_1549,Mobile Apps Intern,ICICI Bank,mobile apps,"Internship opportunity in mobile apps at ICICI Bank, focusing on Flutter, React Native within the Banking & Finance sector.","flutter, react native",lucknow,12 months,5000,True,2026-01-20,True,125000,Mumbai,Banking & Finance
INT_1550,Social Work Intern,HAL,social work,"Internship opportunity in social work at HAL, focusing on Policy Research, Community Development within the Aerospace & Defense sector.","policy research, community development",lucknow,12 months,5000,True,2025-11-30,True,25000,Bangalore,Aerospace & Defense
INT_1551,Ai/Ml Intern,HCL Technologies,ai/ml,"Internship opportunity in ai/ml at HCL Technologies, focusing on PyTorch, Deep Learning within the IT Services sector.","pytorch, deep learning",delhi,12 months,5000,True,2026-02-07,True,225000,Noida,IT Services
INT_1552,Rocket Science Intern,Infosys,rocket science,"Internship opportunity in rocket science at Infosys, focusing on MATLAB, Propulsion within the IT Services sector.","matlab, propulsion",noida,12 months,5000,True,2025-12-04,True,250000,Bangalore,IT Services
INT_1553,Social Work Intern,Reliance Industries,social work,"Internship opportunity in social work at Reliance Industries, focusing on NGO Management, Community Development within the Energy & Petrochemicals sector.","ngo management, community development",lucknow,12 months,5000,True,2026-01-01,True,300000,Mumbai,Energy & Petrochemicals
INT_1554,Ai/Ml Intern,ICICI Bank,ai/ml,"Internship opportunity in ai/ml at ICICI Bank, focusing on Deep Learning, TensorFlow within the Banking & Finance sector.","deep learning, tensorflow",pune,12 months,5000,True,2025-12-07,True,125000,Mumbai,Banking & Finance
INT_1555,Marketing Intern,TERI,marketing,"Internship opportunity in marketing at TERI, focusing on Digital Marketing, SEO within the Environmental Research sector.","digital marketing, seo",delhi,12 months,5000,True,2026-02-17,True,2000,Delhi,Environmental Research
INT_1556,Robotics Intern,State Bank of India,robotics,"Internship opportunity in robotics at State Bank of India, focusing on ROS, Embedded Systems within the Banking & Finance sector.","ros, embedded systems",coimbatore,12 months,5000,True,2025-11-12,True,250000,Mumbai,Banking & Finance
INT_1557,Ai/Ml Intern,HCL Technologies,ai/ml,"Internship opportunity in ai/ml at HCL Technologies, focusing on PyTorch, NLP within the IT Services sector.","pytorch, nlp",hyderabad,12 months,5000,True,2025-10-17,True,225000,Noida,IT Services
INT_1558,Nanotechnology Intern,BHEL,nanotechnology,"Internship opportunity in nanotechnology at BHEL, focusing on Materials Science, Nano Fabrication within the Heavy Engineering sector.","materials science, nano fabrication",chennai,12 months,5000,True,2026-02-27,True,50000,Delhi,Heavy Engineering
INT_1559,Blockchain Intern,ICICI Bank,blockchain,"Internship opportunity in blockchain at ICICI Bank, focusing on Smart Contracts, Solidity within the Banking & Finance sector.","smart contracts, solidity",dehradun,12 months,5000,True,2025-12-23,True,125000,Mumbai,Banking & Finance
INT_1560,Rocket Science Intern,NABARD,rocket science,"Internship opportunity in rocket science at NABARD, focusing on Aerospace Materials, MATLAB within the Agriculture & Rural Dev sector.","aerospace materials, matlab",chennai,12 months,5000,True,2026-01-21,True,12000,Mumbai,Agriculture & Rural Dev
INT_1561,Blockchain Intern,HAL,blockchain,"Internship opportunity in blockchain at HAL, focusing on Ethereum, Solidity within the Aerospace & Defense sector.","ethereum, solidity",bangalore,12 months,5000,True,2025-12-21,True,25000,Bangalore,Aerospace & Defense
INT_1562,Marketing Intern,HCL Technologies,marketing,"Internship opportunity in marketing at HCL Technologies, focusing on SEO, Digital Marketing within the IT Services sector.","seo, digital marketing",lucknow,12 months,5000,True,2025-10-18,True,225000,Noida,IT Services
INT_1563,Education Intern,NTPC,education,"Internship opportunity in education at NTPC, focusing on Curriculum Design, Policy Analysis within the Energy sector.","curriculum design, policy analysis",noida,12 months,5000,True,2026-01-24,True,20000,Delhi,Energy
INT_1564,Education Intern,NTPC,education,"Internship opportunity in education at NTPC, focusing on Teaching Methods, Curriculum Design within the Energy sector.","teaching methods, curriculum design",dehradun,12 months,5000,True,2025-12-22,True,20000,Delhi,Energy
INT_1565,Finance Intern,NTPC,finance,"Internship opportunity in finance at NTPC, focusing on Financial Analysis, Excel within the Energy sector.","financial analysis, excel",dehradun,12 months,5000,True,2026-03-10,True,20000,Delhi,Energy
INT_1566,Cybersecurity Intern,ONGC,cybersecurity,"Internship opportunity in cybersecurity at ONGC, focusing on Ethical Hacking, Penetration Testing within the Energy & Exploration sector.","ethical hacking, penetration testing",lucknow,12 months,5000,True,2025-11-01,True,30000,Delhi,Energy & Exploration
INT_1567,Finance Intern,Wipro,finance,"Internship opportunity in finance at Wipro, focusing on Accounting, Excel within the IT Services sector.","accounting, excel",mumbai,12 months,5000,True,2026-03-05,True,200000,Bangalore,IT Services
INT_1568,Nanotechnology Intern,ONGC,nanotechnology,"Internship opportunity in nanotechnology at ONGC, focusing on Materials Science, Nano Fabrication within the Energy & Exploration sector.","materials science, nano fabrication",coimbatore,12 months,5000,True,2026-01-23,True,30000,Delhi,Energy & Exploration
INT_1569,Finance Intern,Larsen & Toubro,finance,"Internship opportunity in finance at Larsen & Toubro, focusing on Excel, Accounting within the Infrastructure & Engineering sector.","excel, accounting",lucknow,12 months,5000,True,2026-01-24,True,100000,Mumbai,Infrastructure & Engineering
INT_1570,Data Science Intern,TERI,data science,"Internship opportunity in data science at TERI, focusing on Machine Learning, Statistics within the Environmental Research sector.","machine learning, statistics",delhi,12 months,5000,True,2026-01-25,True,2000,Delhi,Environmental Research
INT_1571,Ai/Ml Intern,Adani Green Energy,ai/ml,"Internship opportunity in ai/ml at Adani Green Energy, focusing on NLP, TensorFlow within the Renewable Energy sector.","nlp, tensorflow",pune,12 months,5000,True,2026-03-15,True,5000,Ahmedabad,Renewable Energy
INT_1572,Rocket Science Intern,ICICI Bank,rocket science,"Internship opportunity in rocket science at ICICI Bank, focusing on CAD, MATLAB within the Banking & Finance sector.","cad, matlab",anand,12 months,5000,True,2026-01-19,True,125000,Mumbai,Banking & Finance
INT_1573,Robotics Intern,ONGC,robotics,"Internship opportunity in robotics at ONGC, focusing on Arduino, ROS within the Energy & Exploration sector.","arduino, ros",delhi,12 months,5000,True,2026-03-14,True,30000,Delhi,Energy & Exploration
INT_1574,Agriculture Intern,NABARD,agriculture,"Internship opportunity in agriculture at NABARD, focusing on Crop Modeling, Soil Analysis within the Agriculture & Rural Dev sector.","crop modeling, soil analysis",mumbai,12 months,5000,True,2026-02-13,True,12000,Mumbai,Agriculture & Rural Dev
INT_1575,Rocket Science Intern,DRDO,rocket science,"Internship opportunity in rocket science at DRDO, focusing on Propulsion, MATLAB within the Defense R&D sector.","propulsion, matlab",coimbatore,12 months,5000,True,2026-02-15,True,30000,Delhi,Defense R&D
INT_1576,Cloud Computing Intern,Reliance Industries,cloud computing,"Internship opportunity in cloud computing at Reliance Industries, focusing on Docker, Azure within the Energy & Petrochemicals sector.","docker, azure",chennai,12 months,5000,True,2026-02-23,True,300000,Mumbai,Energy & Petrochemicals
INT_1577,Social Work Intern,ONGC,social work,"Internship opportunity in social work at ONGC, focusing on NGO Management, Community Development within the Energy & Exploration sector.","ngo management, community development",noida,12 months,5000,True,2026-03-09,True,30000,Delhi,Energy & Exploration
INT_1578,Nanotechnology Intern,HDFC Bank,nanotechnology,"Internship opportunity in nanotechnology at HDFC Bank, focusing on Materials Science, Nano Fabrication within the Banking & Finance sector.","materials science, nano fabrication",lucknow,12 months,5000,True,2026-02-18,True,150000,Mumbai,Banking & Finance
INT_1579,Web Development Intern,HCL Technologies,web development,"Internship opportunity in web development at HCL Technologies, focusing on React, JavaScript within the IT Services sector.","react, javascript",pune,12 months,5000,True,2025-12-15,True,225000,Noida,IT Services
INT_1580,Blockchain Intern,TERI,blockchain,"Internship opportunity in blockchain at TERI, focusing on Ethereum, Smart Contracts within the Environmental Research sector.","ethereum, smart contracts",delhi,12 months,5000,True,2025-10-29,True,2000,Delhi,Environmental Research
INT_1581,Ai/Ml Intern,ISRO,ai/ml,"Internship opportunity in ai/ml at ISRO, focusing on Deep Learning, PyTorch within the Space Research sector.","deep learning, pytorch",pune,12 months,5000,True,2025-10-24,True,18000,Bangalore,Space Research
INT_1582,Mobile Apps Intern,HDFC Bank,mobile apps,"Internship opportunity in mobile apps at HDFC Bank, focusing on React Native, Flutter within the Banking & Finance sector.","react native, flutter",mumbai,12 months,5000,True,2025-11-25,True,150000,Mumbai,Banking & Finance
INT_1583,Cybersecurity Intern,ICICI Bank,cybersecurity,"Internship opportunity in cybersecurity at ICICI Bank, focusing on Penetration Testing, Ethical Hacking within the Banking & Finance sector.","penetration testing, ethical hacking",bangalore,12 months,5000,True,2025-10-15,True,125000,Mumbai,Banking & Finance
INT_1584,Rocket Science Intern,Infosys,rocket science,"Internship opportunity in rocket science at Infosys, focusing on Propulsion, CAD within the IT Services sector.","propulsion, cad",ahmedabad,12 months,5000,True,2025-10-10,True,250000,Bangalore,IT Services
INT_1585,Data Science Intern,DRDO,data science,"Internship opportunity in data science at DRDO, focusing on SQL, Python within the Defense R&D sector.","sql, python",coimbatore,12 months,5000,True,2025-10-11,True,30000,Delhi,Defense R&D
INT_1586,Environmental Science Intern,NTPC,environmental science,"Internship opportunity in environmental science at NTPC, focusing on Climate Modeling, Sustainability within the Energy sector.","climate modeling, sustainability",bangalore,12 months,5000,True,2026-02-06,True,20000,Delhi,Energy
INT_1587,Finance Intern,HDFC Bank,finance,"Internship opportunity in finance at HDFC Bank, focusing on Excel, Accounting within the Banking & Finance sector.","excel, accounting",pune,12 months,5000,True,2025-10-12,True,150000,Mumbai,Banking & Finance
INT_1588,Ai/Ml Intern,TERI,ai/ml,"Internship opportunity in ai/ml at TERI, focusing on Deep Learning, TensorFlow within the Environmental Research sector.","deep learning, tensorflow",pune,12 months,5000,True,2026-01-10,True,2000,Delhi,Environmental Research
INT_1589,Renewable Energy Intern,HDFC Bank,renewable energy,"Internship opportunity in renewable energy at HDFC Bank, focusing on Wind Turbines, Solar PV within the Banking & Finance sector.","wind turbines, solar pv",pune,12 months,5000,True,2026-01-09,True,150000,Mumbai,Banking & Finance
INT_1590,Education Intern,HAL,education,"Internship opportunity in education at HAL, focusing on Policy Analysis, Teaching Methods within the Aerospace & Defense sector.","policy analysis, teaching methods",noida,12 months,5000,True,2026-02-17,True,25000,Bangalore,Aerospace & Defense
INT_1591,Agriculture Intern,State Bank of India,agriculture,"Internship opportunity in agriculture at State Bank of India, focusing on Crop Modeling, Soil Analysis within the Banking & Finance sector.","crop modeling, soil analysis",lucknow,12 months,5000,True,2025-11-02,True,250000,Mumbai,Banking & Finance
INT_1592,Data Science Intern,NTPC,data science,"Internship opportunity in data science at NTPC, focusing on Python, Machine Learning within the Energy sector.","python, machine learning",anand,12 months,5000,True,2025-10-28,True,20000,Delhi,Energy
INT_1593,Robotics Intern,Larsen & Toubro,robotics,"Internship opportunity in robotics at Larsen & Toubro, focusing on ROS, Embedded Systems within the Infrastructure & Engineering sector.","ros, embedded systems",lucknow,12 months,5000,True,2025-11-03,True,100000,Mumbai,Infrastructure & Engineering
INT_1594,Blockchain Intern,Larsen & Toubro,blockchain,"Internship opportunity in blockchain at Larsen & Toubro, focusing on Ethereum, Smart Contracts within the Infrastructure & Engineering sector.","ethereum, smart contracts",coimbatore,12 months,5000,True,2026-02-19,True,100000,Mumbai,Infrastructure & Engineering
INT_1595,Marketing Intern,Tata Consultancy Services,marketing,"Internship opportunity in marketing at Tata Consultancy Services, focusing on SEO, Digital Marketing within the IT Services sector.","seo, digital marketing",pune,12 months,5000,True,2026-01-17,True,600000,Mumbai,IT Services
INT_1596,Social Work Intern,Tata Consultancy Services,social work,"Internship opportunity in social work at Tata Consultancy Services, focusing on Community Development, Policy Research within the IT Services sector.","community development, policy research",noida,12 months,5000,True,2026-02-14,True,600000,Mumbai,IT Services
INT_1597,Robotics Intern,HAL,robotics,"Internship opportunity in robotics at HAL, focusing on Embedded Systems, Arduino within the Aerospace & Defense sector.","embedded systems, arduino",delhi,12 months,5000,True,2026-01-05,True,25000,Bangalore,Aerospace & Defense
INT_1598,Rocket Science Intern,HDFC Bank,rocket science,"Internship opportunity in rocket science at HDFC Bank, focusing on Aerospace Materials, MATLAB within the Banking & Finance sector.","aerospace materials, matlab",ahmedabad,12 months,5000,True,2025-10-24,True,150000,Mumbai,Banking & Finance
INT_1599,Renewable Energy Intern,ICICI Bank,renewable energy,"Internship opportunity in renewable energy at ICICI Bank, focusing on Solar PV, Energy Storage within the Banking & Finance sector.","solar pv, energy storage",delhi,12 months,5000,True,2025-12-28,True,125000,Mumbai,Banking & Finance
INT_1600,Agriculture Intern,DRDO,agriculture,"Internship opportunity in agriculture at DRDO, focusing on Soil Analysis, GIS within the Defense R&D sector.","soil analysis, gis",noida,12 months,5000,True,2025-11-09,True,30000,Delhi,Defense R&D
INT_1601,Marketing Intern,NABARD,marketing,"Internship opportunity in marketing at NABARD, focusing on Market Research, Digital Marketing within the Agriculture & Rural Dev sector.","market research, digital marketing",chennai,12 months,5000,True,2026-01-02,True,12000,Mumbai,Agriculture & Rural Dev
INT_1602,Data Science Intern,Larsen & Toubro,data science,"Internship opportunity in data science at Larsen & Toubro, focusing on SQL, Machine Learning within the Infrastructure & Engineering sector.","sql, machine learning",coimbatore,12 months,5000,True,2026-03-18,True,100000,Mumbai,Infrastructure & Engineering
INT_1603,Cloud Computing Intern,ISRO,cloud computing,"Internship opportunity in cloud computing at ISRO, focusing on AWS, Azure within the Space Research sector.","aws, azure",delhi,12 months,5000,True,2025-11-20,True,18000,Bangalore,Space Research
INT_1604,Cybersecurity Intern,Infosys,cybersecurity,"Internship opportunity in cybersecurity at Infosys, focusing on Network Security, Penetration Testing within the IT Services sector.","network security, penetration testing",ahmedabad,12 months,5000,True,2025-11-11,True,250000,Bangalore,IT Services
INT_1605,Ai/Ml Intern,State Bank of India,ai/ml,"Internship opportunity in ai/ml at State Bank of India, focusing on PyTorch, NLP within the Banking & Finance sector.","pytorch, nlp",bangalore,12 months,5000,True,2026-01-22,True,250000,Mumbai,Banking & Finance
INT_1606,Cybersecurity Intern,Adani Green Energy,cybersecurity,"Internship opportunity in cybersecurity at Adani Green Energy, focusing on Penetration Testing, Network Security within the Renewable Energy sector.","penetration testing, network security",hyderabad,12 months,5000,True,2025-11-24,True,5000,Ahmedabad,Renewable Energy
INT_1607,Ai/Ml Intern,Wipro,ai/ml,"Internship opportunity in ai/ml at Wipro, focusing on Deep Learning, NLP within the IT Services sector.","deep learning, nlp",pune,12 months,5000,True,2025-11-04,True,200000,Bangalore,IT Services
INT_1608,Cybersecurity Intern,NTPC,cybersecurity,"Internship opportunity in cybersecurity at NTPC, focusing on Network Security, Penetration Testing within the Energy sector.","network security, penetration testing",mumbai,12 months,5000,True,2025-11-03,True,20000,Delhi,Energy
INT_1609,Renewable Energy Intern,Mahindra & Mahindra,renewable energy,"Internship opportunity in renewable energy at Mahindra & Mahindra, focusing on Wind Turbines, Solar PV within the Automotive sector.","wind turbines, solar pv",anand,12 months,5000,True,2025-11-03,True,90000,Mumbai,Automotive
INT_1610,Robotics Intern,Reliance Industries,robotics,"Internship opportunity in robotics at Reliance Industries, focusing on ROS, Embedded Systems within the Energy & Petrochemicals sector.","ros, embedded systems",noida,12 months,5000,True,2025-12-01,True,300000,Mumbai,Energy & Petrochemicals
INT_1611,Mobile Apps Intern,Larsen & Toubro,mobile apps,"Internship opportunity in mobile apps at Larsen & Toubro, focusing on Kotlin, Swift within the Infrastructure & Engineering sector.","kotlin, swift",coimbatore,12 months,5000,True,2025-12-19,True,100000,Mumbai,Infrastructure & Engineering
INT_1612,Social Work Intern,Reliance Industries,social work,"Internship opportunity in social work at Reliance Industries, focusing on Policy Research, Community Development within the Energy & Petrochemicals sector.","policy research, community development",ahmedabad,12 months,5000,True,2026-02-21,True,300000,Mumbai,Energy & Petrochemicals
INT_1613,Marketing Intern,ONGC,marketing,"Internship opportunity in marketing at ONGC, focusing on SEO, Digital Marketing within the Energy & Exploration sector.","seo, digital marketing",delhi,12 months,5000,True,2026-01-17,True,30000,Delhi,Energy & Exploration
INT_1614,Agriculture Intern,HDFC Bank,agriculture,"Internship opportunity in agriculture at HDFC Bank, focusing on Soil Analysis, Crop Modeling within the Banking & Finance sector.","soil analysis, crop modeling",bangalore,12 months,5000,True,2026-02-23,True,150000,Mumbai,Banking & Finance
INT_1615,Marketing Intern,NTPC,marketing,"Internship opportunity in marketing at NTPC, focusing on Market Research, SEO within the Energy sector.","market research, seo",mumbai,12 months,5000,True,2026-03-02,True,20000,Delhi,Energy
INT_1616,Environmental Science Intern,State Bank of India,environmental science,"Internship opportunity in environmental science at State Bank of India, focusing on GIS, Climate Modeling within the Banking & Finance sector.","gis, climate modeling",noida,12 months,5000,True,2026-02-05,True,250000,Mumbai,Banking & Finance
INT_1617,Ai/Ml Intern,DRDO,ai/ml,"Internship opportunity in ai/ml at DRDO, focusing on PyTorch, Deep Learning within the Defense R&D sector.","pytorch, deep learning",noida,12 months,5000,True,2026-03-17,True,30000,Delhi,Defense R&D
INT_1618,Nanotechnology Intern,ICICI Bank,nanotechnology,"Internship opportunity in nanotechnology at ICICI Bank, focusing on Nano Fabrication, Materials Science within the Banking & Finance sector.","nano fabrication, materials science",mumbai,12 months,5000,True,2026-01-24,True,125000,Mumbai,Banking & Finance
INT_1619,Cybersecurity Intern,State Bank of India,cybersecurity,"Internship opportunity in cybersecurity at State Bank of India, focusing on Penetration Testing, Network Security within the Banking & Finance sector.","penetration testing, network security",lucknow,12 months,5000,True,2026-02-27,True,250000,Mumbai,Banking & Finance
INT_1620,Social Work Intern,NTPC,social work,"Internship opportunity in social work at NTPC, focusing on Community Development, NGO Management within the Energy sector.","community development, ngo management",bangalore,12 months,5000,True,2026-02-13,True,20000,Delhi,Energy
INT_1621,Finance Intern,BHEL,finance,"Internship opportunity in finance at BHEL, focusing on Financial Analysis, Accounting within the Heavy Engineering sector.","financial analysis, accounting",pune,12 months,5000,True,2026-01-17,True,50000,Delhi,Heavy Engineering
INT_1622,Social Work Intern,TERI,social work,"Internship opportunity in social work at TERI, focusing on Policy Research, NGO Management within the Environmental Research sector.","policy research, ngo management",delhi,12 months,5000,True,2026-01-19,True,2000,Delhi,Environmental Research
INT_1623,Cybersecurity Intern,TERI,cybersecurity,"Internship opportunity in cybersecurity at TERI, focusing on Ethical Hacking, Network Security within the Environmental Research sector.","ethical hacking, network security",pune,12 months,5000,True,2026-01-26,True,2000,Delhi,Environmental Research
INT_1624,Nanotechnology Intern,BHEL,nanotechnology,"Internship opportunity in nanotechnology at BHEL, focusing on Nano Fabrication, Materials Science within the Heavy Engineering sector.","nano fabrication, materials science",noida,12 months,5000,True,2025-12-12,True,50000,Delhi,Heavy Engineering
INT_1625,Robotics Intern,Tata Consultancy Services,robotics,"Internship opportunity in robotics at Tata Consultancy Services, focusing on Arduino, Embedded Systems within the IT Services sector.","arduino, embedded systems",dehradun,12 months,5000,True,2026-02-21,True,600000,Mumbai,IT Services
INT_1626,Rocket Science Intern,ICICI Bank,rocket science,"Internship opportunity in rocket science at ICICI Bank, focusing on MATLAB, Aerospace Materials within the Banking & Finance sector.","matlab, aerospace materials",bangalore,12 months,5000,True,2025-10-09,True,125000,Mumbai,Banking & Finance
